Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
TTL,T T LIMITED,Regulation 7 (2),Original,18-Sep-2026 17:59:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2534_20260918_175942304_WEB.html,514142,TTL,NOTLISTED,VIMAL JAIN,,1,Equity,Promoter Group,T. T. BRANDS LIMITED,,90557382,35.06%,252744,"1,808,911.00",Buy,90810126,35.16%,17-09-2026,18-09-2026,Market Purchase,18-09-2026,,
UDS,UPDATER SERVICES LIMITED,Regulation 7 (2),Original,18-Sep-2026 17:19:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21897_20260918_171905356_WEB.html,543996,UDS,NOTLISTED,SANDHYA SARAVANAN,,1,Equity,Promoter and Director,Raghunandana Tangirala,00628914,16152010,24.12%,26000,"4,885,140.00",Buy,16178010,24.16%,17-09-2026,17-09-2026,Market Purchase,17-09-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,18-Sep-2026 15:49:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260918_154908817_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,1,Equity,Designated Person,Shankar Radha Kantam Manchikanti,,187998,0.04%,1,0.00,Sell,187997,0.04%,09-09-2026,09-09-2026,Gift,16-09-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,18-Sep-2026 15:49:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260918_154908817_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,2,Equity,Designated Person,Shankar Radha Kantam Manchikanti,,187997,0.04%,10,0.00,Sell,187987,0.04%,11-09-2026,11-09-2026,Gift,16-09-2026,,
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,Regulation 7 (2),Original,18-Sep-2026 14:33:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_5329_20260918_143347661_WEB.html,531431,SHAKTIPUMP,NOTLISTED,RAVI PATIDAR,,1,Equity,Promoter,SHAKTI SONS TRUST,,22667000,18.37%,15000,"6,951,266.00",Buy,22682000,18.38%,16-09-2026,16-09-2026,Market Purchase,18-09-2026,,
BMWVENTLTD,BMW VENTURES LIMITED,Regulation 7 (2),Original,18-Sep-2026 12:23:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260918_122346377_WEB.html,544543,BMWVENTLTD,NOTLISTED,Ruchika Maheshwari Kejriwal,,1,Equity,Promoter Group,SHIVANSH KISHOREPURIA,,150000,0.17%,185000,"9,958,562.00",Buy,335000,0.38%,16-08-2026,16-08-2026,Market Purchase,16-08-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,18-Sep-2026 00:04:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260918_000446655_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,1,Equity,Promoter Group,LEBNITZE REAL ESTATES PVT LTD,U70109WB2012PTC174446,556020,3.01%,1073,"641,809.00",Buy,557093,3.02%,15-09-2026,15-09-2026,Market Purchase,17-09-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,18-Sep-2026 00:04:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260918_000446655_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,2,Equity,Promoter Group,LEBNITZE REAL ESTATES PVT LTD,U70109WB2012PTC174446,557093,3.02%,3481,"2,091,925.00",Buy,560574,3.03%,16-09-2026,16-09-2026,Market Purchase,17-09-2026,,
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Regulation 7 (2),Original,17-Sep-2026 19:28:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260917_192852316_WEB.html,544534,JARO,NOTLISTED,KIRTIKA CHAUHAN,,1,Equity,Promoter,Sanjay Namdeo Salunkhe,,12378222,55.56%,709,"329,549.00",Buy,12378931,55.57%,16-09-2026,16-09-2026,Market Purchase,17-09-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,17-Sep-2026 18:14:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260917_181438581_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,1,Equity,Trust,Eclerx Employee Welfare,,2258391,2.40%,16492,"31,647,246.00",Buy,2274883,2.42%,16-09-2026,16-09-2026,Market Purchase,16-09-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,17-Sep-2026 18:14:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260917_181438581_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,2,Equity,Trust,Eclerx Employee Welfare,,2274883,2.42%,16005,"31,648,875.00",Buy,2290888,2.44%,17-09-2026,17-09-2026,Market Purchase,17-09-2026,,
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,Regulation 7 (2),Original,17-Sep-2026 17:50:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17639_20260917_175030777_WEB.html,544273,MGEL,NA,KARANSINGH I KARKI,,1,Equity,Director,Praveen Kumar Gupta,00415491,165283,0.05%,21251,"301,977.00",Buy,186534,0.06%,15-09-2026,15-09-2026,Market Purchase,16-09-2026,,
ASHIANA,ASHIANA HOUSING LIMITED,Regulation 7 (2),Original,17-Sep-2026 17:26:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4964_20260917_172622821_WEB.html,523716,ASHIANA,NOTLISTED,NITIN SHARMA,,1,Equity,Designated Person,Deepak Dhyani,,1468,0.00%,5826,"2,001,898.00",Buy,7294,0.01%,15-09-2026,15-09-2026,Market Purchase,16-09-2026,,
TIGERLOGS,Tiger Logistics (India) Limited,Regulation 7 (2),Original,17-Sep-2026 17:04:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26474_20260917_170411865_WEB.html,536264,TIGERLOGS,NOTLISTED,Harpreet Singh Malhotra,,1,Equity,Promoter Group,Brahma Suppliers Private Limited,U51909DL2004PTC359860,35254000,33.34%,25000,"691,000.00",Buy,35279000,33.37%,16-09-2026,16-09-2026,Market Purchase,17-09-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,17-Sep-2026 16:11:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260917_161108819_WEB.html,504220,WSI,NOTLISTED,T R Sivaraman,,1,Equity,Promoter Group,Mamatha P,,1064667,1.40%,20400,"1,171,949.00",Buy,1085067,1.43%,15-09-2026,16-09-2026,Market Purchase,17-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,1,Equity,Promoter,Ajay Shridhar Shriram,00027137,493780,0.32%,300,0.00,Sell,493480,0.32%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,2,Equity,Promoter,Vikram Shridhar Shriram,00027187,503310,0.32%,300,0.00,Sell,503010,0.32%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,3,Equity,Promoter,Ajit Shridhar Shriram,00027918,595580,0.38%,300,0.00,Sell,595280,0.38%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,4,Equity,Promoter Group,Aditya Ajay Shriram,10157483,297760,0.19%,100,0.00,Sell,297660,0.19%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,5,Equity,Promoter Group,Prabha Shridhar Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,6,Equity,Promoter Group,Ajay S Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,7,Equity,Promoter Group,Anand A Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,8,Equity,Promoter Group,Aditya A Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,9,Equity,Promoter Group,Vikram S Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,10,Equity,Promoter Group,Nainika V Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,11,Equity,Promoter Group,Pranav V Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,12,Equity,Promoter Group,Ajit S Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,13,Equity,Promoter Group,Varun A Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
DCMSHRIRAM,DCM SHRIRAM LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:58:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_785_20260917_145855033_WEB.html,523367,DCMSHRIRAM,NOTLISTED,DEEPAK GUPTA,,14,Equity,Promoter Group,Tara A Shriram Family Trust,,0,0.00%,100,0.00,Buy,100,0.00%,15-09-2026,15-09-2026,Gift,15-09-2026,,
MARKSANS,MARKSANS PHARMA LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:13:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1969_20260917_141302515_WEB.html,524404,MARKSANS,NOTLISTED,Harshavardhan Panigrahi,,1,Equity,Director,Sandra Saldanha,00021023,330456,0.07%,228273,0.00,Sell,102183,0.02%,11-09-2026,11-09-2026,Gift,15-09-2026,,
MARKSANS,MARKSANS PHARMA LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:13:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1969_20260917_141302515_WEB.html,524404,MARKSANS,NOTLISTED,Harshavardhan Panigrahi,,2,Equity,Directors Immediate Relative,Schenelle Megan Saldanha,00000000,0,0.00%,145000,0.00,Buy,145000,0.03%,11-09-2026,11-09-2026,Gift,15-09-2026,,
MARKSANS,MARKSANS PHARMA LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:13:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1969_20260917_141302515_WEB.html,524404,MARKSANS,NOTLISTED,Harshavardhan Panigrahi,,3,Equity,Directors Immediate Relative,Marise Ann Saldanha,00000000,0,0.00%,20000,0.00,Buy,20000,0.00%,11-09-2026,11-09-2026,Gift,15-09-2026,,
MARKSANS,MARKSANS PHARMA LIMITED,Regulation 7 (2),Original,17-Sep-2026 14:13:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1969_20260917_141302515_WEB.html,524404,MARKSANS,NOTLISTED,Harshavardhan Panigrahi,,4,Equity,Directors Immediate Relative,Merrill Jean Saldanha,00000000,0,0.00%,63273,0.00,Buy,63273,0.01%,11-09-2026,11-09-2026,Gift,15-09-2026,,
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,Regulation 7 (2),Original,17-Sep-2026 12:23:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_481_20260917_122320334_WEB.html,507785,TAINWALCHM,NOTLISTED,Divya Saboo,,1,Equity,Promoter Group,PERIWINKLE FASHIONS PRIVATE LIMITED,U74994MH2004PTC144846,53929,0.57%,4747,"981,110.00",Buy,58676,0.63%,15-09-2026,15-09-2026,Market Purchase,16-09-2026,,
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,Regulation 7 (2),Original,17-Sep-2026 12:23:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_481_20260917_122320334_WEB.html,507785,TAINWALCHM,NOTLISTED,Divya Saboo,,2,Equity,Promoter Group,PERIWINKLE FASHIONS PRIVATE LIMITED,U74994MH2004PTC144846,58676,0.63%,1875,"392,681.00",Buy,60551,0.65%,16-09-2026,16-09-2026,Market Purchase,17-09-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,17-Sep-2026 09:50:01,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260917_095001508_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,95258181,33.75%,22062,"293,188.00",Buy,95280243,33.76%,16-09-2026,16-09-2026,Market Purchase,17-09-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,16-Sep-2026 20:43:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1867_20260916_204311104_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,1,Equity,Promoter,Trilochan Singh Sahney Trust 1,,511175,0.53%,500000,"252,500,000.00",Sell,11175,0.01%,11-09-2026,11-09-2026,Market Sale,16-09-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,16-Sep-2026 20:43:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1867_20260916_204311104_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,2,Equity,Promoter,Harshbeena Zaveri,,40190885,41.47%,10000,"5,170,000.00",Sell,40180885,41.46%,11-09-2026,11-09-2026,Market Sale,16-09-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,16-Sep-2026 20:43:11,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1867_20260916_204311104_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,3,Equity,Promoter,Harshbeena Zaveri,,40180885,41.46%,2300000,"1,105,955,000.00",Pledge,40180885,41.46%,16-09-2026,16-09-2026,Pledge Release,16-09-2026,,
ARVINDFASN,ARVIND FASHIONS LIMITED,Regulation 7 (2),Original,16-Sep-2026 18:23:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17278_20260916_182304368_WEB.html,542484,ARVINDFASN,NOTLISTED,LIPI JHA,,1,Equity,Immediate Relative,DARSHIL JAYESH SHAH,,224425,0.17%,50000,"22,533,197.00",Sell,174425,0.13%,10-09-2026,10-09-2026,Market Sale,15-09-2026,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Regulation 7 (2),Original,16-Sep-2026 16:55:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2588_20260916_165514424_WEB.html,532842,SRHHYPOLTD,NOTLISTED,V Surekha,,1,Equity,Promoter Group,TGV IndustriesPrivate Limited,U28999AP2020PTC113982,50575,0.29%,2708,"1,363,284.00",Buy,53283,0.31%,16-09-2026,16-09-2026,Market Purchase,16-09-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,16-Sep-2026 16:03:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260916_160342254_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,1,Equity,Designated Person,Rajesh Janwadkar,,69213,0.03%,1588,"938,667.00",Sell,67625,0.02%,24-08-2026,24-08-2026,ESOP,26-08-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,16-Sep-2026 16:03:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260916_160342254_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,2,Equity,Designated Person,Rajesh Janwadkar,,67625,0.02%,2612,"26,120.00",Buy,70237,0.03%,01-09-2026,01-09-2026,ESOP,11-09-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,16-Sep-2026 16:03:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260916_160342254_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,3,Equity,Designated Person,Rajesh Janwadkar,,70237,0.03%,3000,"1,659,300.00",Sell,67237,0.02%,09-09-2026,09-09-2026,ESOP,11-09-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,16-Sep-2026 15:29:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260916_152910668_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,1,Equity,Trust,Eclerx Employee Welfare,,2241963,2.38%,16428,"31,647,078.00",Buy,2258391,2.40%,15-09-2026,15-09-2026,Market Purchase,15-09-2026,,
INTELLECT,INTELLECT DESIGN ARENA LIMITED,Regulation 7 (2),Original,16-Sep-2026 12:54:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11206_20260916_125408362_WEB.html,538835,INTELLECT,NOTLISTED,Prakash Bharadwaj,,1,Equity,Promoter,Arun Jain HUF,00000000,2109108,1.50%,10000,0.00,Sell,2099108,1.50%,15-09-2026,15-09-2026,Off Market,15-09-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,16-Sep-2026 11:04:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260916_110426360_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,95145505,33.71%,112676,"1,572,492.00",Buy,95258181,33.75%,15-09-2026,15-09-2026,Market Purchase,16-09-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,15-Sep-2026 19:02:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260915_190236832_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,1,Equity,Director,Prashant Prahaladray Thakar,03179115,3008660,1.43%,20628,"49,716.00",Sell,2988032,1.42%,11-09-2026,11-09-2026,Market Sale,11-09-2026,,
CONTROLPR,CONTROL PRINT LIMITED,Regulation 7 (2),Original,15-Sep-2026 17:44:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13947_20260915_174452415_WEB.html,522295,CONTROLPR,NOTLISTED,MURLI MANOHAR THANVI,,1,Equity,Promoter,BASANT KUMAR KABRA,00176807,1454876,9.10%,25000,"14,507,290.00",Buy,1479876,9.26%,11-09-2026,15-09-2026,Market Purchase,15-09-2026,,
VIPCLOTHNG,VIP CLOTHING LIMITED,Regulation 7 (2),Original,15-Sep-2026 16:06:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1783_20260915_160625799_WEB.html,532613,VIPCLOTHNG,NOTLISTED,Rahul Soni,,1,Warrant,Promoter and Director,Sunil Jaykumar Pathare,00192182,16992008,18.85%,2250000,"50,625,000.00",Buy,19242008,19.51%,12-09-2026,12-09-2026,Allotment,12-09-2026,,
VIPCLOTHNG,VIP CLOTHING LIMITED,Regulation 7 (2),Original,15-Sep-2026 16:06:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1783_20260915_160625799_WEB.html,532613,VIPCLOTHNG,NOTLISTED,Rahul Soni,,2,Warrant,Promoter and Director,Kapil Jaykumar Pathare,01089517,15065548,16.72%,2250000,"50,625,000.00",Buy,17315548,17.56%,12-09-2026,12-09-2026,Allotment,12-09-2026,,
VIPCLOTHNG,VIP CLOTHING LIMITED,Regulation 7 (2),Original,15-Sep-2026 16:06:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1783_20260915_160625799_WEB.html,532613,VIPCLOTHNG,NOTLISTED,Rahul Soni,,3,Warrant,Promoter Group,Kanishk Sunil Pathare,,935749,1.04%,1950000,"43,875,000.00",Buy,2885749,2.93%,12-09-2026,12-09-2026,Allotment,12-09-2026,,
VIPCLOTHNG,VIP CLOTHING LIMITED,Regulation 7 (2),Original,15-Sep-2026 16:06:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1783_20260915_160625799_WEB.html,532613,VIPCLOTHNG,NOTLISTED,Rahul Soni,,4,Warrant,Promoter Group,Avyukta Kapil Pathare,,0,0.00%,1950000,"43,875,000.00",Buy,1950000,1.98%,12-09-2026,12-09-2026,Allotment,12-09-2026,,
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Regulation 7 (2),Original,15-Sep-2026 13:17:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25008_20260915_131747731_WEB.html,544484,BLUESTONE,NOTLISTED,GAURAV SINGH KUSHWAHA,,1,Equity,Designated Person,Harshit Kulin Desai,,12570,0.01%,12570,"10,833,507.00",Sell,0,0.00%,10-09-2026,10-09-2026,Market Sale,11-09-2026,,
GNA,GNA AXLES LIMITED,Regulation 7 (2),Original,15-Sep-2026 12:07:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14236_20260915_120724303_WEB.html,540124,GNA,NOTLISTED,GOURAV JAIN,,1,Equity,Promoter Group,SURINDER KAUR,,0,0.00%,500000,0.00,Buy,500000,1.16%,11-09-2026,11-09-2026,Inter-se-Transfer,14-09-2026,,
NOVAAGRI,NOVA AGRITECH LIMITED,Regulation 7 (2),Original,15-Sep-2026 11:53:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21751_20260915_115306364_WEB.html,544100,NOVAAGRI,NOTLISTED,GOPI MALLIKHARJUNA RAO AVVARU,,1,Equity,Promoter Group,Atukuri Soujanya,,25000,0.03%,5000,"112,571.00",Buy,30000,0.03%,07-09-2026,11-09-2026,Market Purchase,12-09-2026,,
USHAMART,USHA MARTIN LIMITED,Regulation 7 (2),Original,14-Sep-2026 19:09:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1938_20260914_190916302_WEB.html,517146,USHAMART,NOTLISTED,MANISH AGARWAL,,1,Equity,Promoter Group,Peterhouse Investments Limited,,2600000,0.85%,150000,"73,987,500.00",Sell,2450000,0.80%,09-09-2026,10-09-2026,Market Sale,10-09-2026,,
JUBLINGREA,JUBILANT INGREVIA LIMITED,Regulation 7 (2),Original,14-Sep-2026 13:41:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19288_20260914_134158875_WEB.html,543271,JUBLINGREA,NOTLISTED,Deepanjali Gulati,,1,Equity,Trust,Jubilant Ingrevia Employees Welfare Trust,,1533995,0.96%,2587,"1,703,281.00",Sell,1531408,0.96%,11-09-2026,11-09-2026,ESOP,14-09-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,14-Sep-2026 10:44:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260914_104416585_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,1,Equity,Promoter,Rohit Gupta HUF,,444686,1.95%,5000,"1,200,000.00",Buy,449686,1.97%,09-09-2026,09-09-2026,Market Purchase,11-09-2026,,
SHAH,SHAH METACORP LIMITED,Regulation 7 (2),Original,13-Sep-2026 00:10:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3662_20260913_001009405_WEB.html,533275,SHAH,NOTLISTED,HIRAL PATEL,,1,Equity,Promoter and Director,MONA VIRAL SHAH,02343194,148248448,14.94%,27500000,"129,525,000.00",Buy,175748448,17.23%,10-09-2026,10-09-2026,Conversion of security,12-09-2026,,
MANAPPURAM,MANAPPURAM FINANCE LIMITED,Regulation 7 (2),Original,12-Sep-2026 17:06:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3317_20260912_170606435_WEB.html,531213,MANAPPURAM,NOTLISTED,APARNA MENON,,1,Equity,Promoter and Director,V.P. Nandakumar,00044512,245904221,26.18%,1718750,"550,000,000.00",Pledge,245904221,26.18%,11-09-2026,11-09-2026,Pledge Creation,12-09-2026,,
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,Regulation 7 (2),Original,12-Sep-2026 14:53:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_5329_20260912_145326760_WEB.html,531431,SHAKTIPUMP,NOTLISTED,RAVI PATIDAR,,1,Equity,Promoter,SHAKTI SONS TRUST,,22654600,18.36%,12400,"6,095,849.00",Buy,22667000,18.37%,11-09-2026,11-09-2026,Market Purchase,12-09-2026,,
